Customer ID,First Name,Last Name,Gender,Age Band,Country,City,Customer Type,Preferred Channel,Total Orders,Total Spend (USD),Last Purchase Date
CUST757134,Lucas,Martinez,Female,35-44,Europe,Marseille,New,In-Store,6,1286.5,2025-04-20
CUST625438,Luca,Carter,Female,25-34,Europe,Milan,Returning,In-Store,6,2477.25,2024-07-24
CUST506355,Lucas,Collins,Female,55+,United Kingdom,Cambridge,New,Online,8,2177.0,2024-11-09
CUST568040,Avery,Brown,Male,25-34,United Kingdom,Edinburgh,New,In-Store,6,1715.75,2025-09-13
CUST801914,Kai,Cook,Male,35-44,United Kingdom,York,Returning,In-Store,8,2031.0,2025-11-21
CUST346339,Lucas,Rodriguez,Male,35-44,Europe,Stockholm,Returning,In-Store,3,947.0,2025-01-13
CUST845617,Mila,Cook,Other,35-44,Europe,Milan,Returning,Online,8,2252.75,2025-04-04
CUST353562,Riley,Lee,Male,45-54,United Kingdom,Bristol,Returning,In-Store,10,2174.75,2024-03-15
CUST227454,Emma,Carter,Male,35-44,United Kingdom,Manchester,New,In-Store,11,4525.5,2022-01-12
CUST763194,Morgan,Lee,Female,45-54,United Kingdom,Newcastle,Returning,In-Store,8,2110.25,2025-08-17
CUST737513,Taylor,Perez,Female,35-44,United Kingdom,Plymouth,Returning,In-Store,3,404.0,2025-05-17
CUST401290,Owen,Roberts,Male,55+,United Kingdom,Edinburgh,Returning,In-Store,6,1584.75,2020-05-14
CUST683894,Ava,Parker,Male,18-24,United Kingdom,Cardiff,New,In-Store,6,2278.75,2025-09-20
CUST755838,Chloe,White,Female,45-54,Europe,Paris,New,Online,18,5691.75,2025-05-27
CUST809049,Casey,Baker,Male,35-44,Europe,Milan,New,In-Store,13,2860.25,2025-09-29
CUST957435,Oscar,Stewart,Female,45-54,United Kingdom,Glasgow,Returning,In-Store,9,2847.5,2025-10-04
CUST868920,Hugo,Brown,Female,25-34,Europe,Paris,New,In-Store,5,2857.75,2024-11-02
CUST495376,Harry,Thomas,Female,35-44,Canada,Toronto,Returning,In-Store,8,2493.0,2024-11-04
CUST307213,Riley,Nelson,Female,35-44,Europe,Madrid,Returning,In-Store,11,2805.5,2025-06-12
CUST187592,Oscar,Martin,Male,45-54,United Kingdom,Southampton,Returning,In-Store,7,1407.0,2024-05-26
CUST616422,Jack,White,Female,35-44,Europe,Toulouse,Returning,In-Store,7,1693.0,2022-12-15
CUST699891,Isla,Edwards,Female,45-54,Europe,Cologne,Returning,In-Store,6,1949.5,2025-07-29
CUST721793,George,Morris,Female,25-34,Europe,Madrid,New,In-Store,7,2016.75,2025-08-02
CUST108570,Max,Green,Female,35-44,United Kingdom,Birmingham,Returning,In-Store,4,1440.5,2024-12-04
CUST731219,Lucas,Walker,Female,45-54,United Kingdom,Leeds,New,In-Store,3,1192.5,2023-02-18
CUST808302,Jack,Walker,Female,35-44,United Kingdom,Glasgow,Returning,In-Store,7,2053.5,2025-12-03
CUST749579,Hugo,Rodriguez,Male,25-34,Canada,Toronto,Returning,Online,3,1816.5,2023-08-06
CUST573087,Owen,Turner,Female,25-34,United Kingdom,Birmingham,Returning,In-Store,7,2146.0,2025-02-05
CUST113656,Isla,Green,Male,45-54,Canada,Vancouver,New,In-Store,4,929.75,2025-09-01
CUST540758,Harry,Phillips,Male,55+,Europe,Madrid,Returning,Online,3,827.75,2025-04-07
CUST680272,Emily,Anderson,Male,25-34,United Kingdom,Glasgow,Returning,In-Store,5,1516.0,2020-06-07
CUST612497,Emma,Allen,Female,25-34,United Kingdom,Belfast,New,In-Store,12,4184.5,2024-04-28
CUST617125,Zoe,Jackson,Female,25-34,Europe,Stockholm,Returning,In-Store,4,840.0,2025-09-23
CUST564767,Oscar,Johnson,Female,25-34,United Kingdom,Liverpool,Returning,Mobile App,7,1833.25,2025-06-18
CUST596818,Sophia,Carter,Male,18-24,Europe,Madrid,New,In-Store,6,1154.5,2024-02-02
CUST391399,Jordan,Lee,Female,45-54,United Kingdom,Leeds,Returning,In-Store,8,2180.0,2025-12-10
CUST644465,Jordan,Collins,Male,25-34,United Kingdom,Belfast,New,In-Store,2,406.75,2020-03-28
CUST353357,Mia,Adams,Female,25-34,Europe,Amsterdam,New,In-Store,15,3418.5,2025-04-03
CUST542329,Emily,Bailey,Male,45-54,Europe,Toulouse,New,In-Store,10,2492.75,2023-09-16
CUST473767,Emma,Lee,Male,45-54,Europe,Marseille,Returning,In-Store,10,4619.0,2022-12-04
CUST742782,Harry,Turner,Male,35-44,Canada,Toronto,Returning,In-Store,6,2310.75,2024-11-19
CUST905417,Casey,Nelson,Male,18-24,United Kingdom,Cardiff,Returning,In-Store,4,1436.5,2024-08-11
CUST669941,Morgan,Mitchell,Female,25-34,Europe,Paris,Returning,In-Store,5,1420.25,2025-06-27
CUST221833,Leo,Thompson,Other,45-54,United Kingdom,Plymouth,New,In-Store,6,1484.5,2023-04-13
CUST700754,Harry,Morris,Female,45-54,Europe,Cologne,New,In-Store,9,1700.0,2024-08-11
CUST392287,Jack,Walker,Male,25-34,United Kingdom,Edinburgh,New,In-Store,9,3890.5,2025-10-03
CUST144546,Liam,Cook,Male,55+,United Kingdom,Leeds,New,In-Store,21,4925.75,2024-12-01
CUST273070,Jack,Baker,Female,25-34,Europe,Dublin,Returning,In-Store,12,3218.25,2023-03-06
CUST999430,Morgan,Edwards,Male,45-54,United Kingdom,York,Returning,In-Store,7,1408.75,2025-03-22
CUST484422,Hugo,Campbell,Female,55+,United Kingdom,Brighton,Returning,Online,9,1665.0,2025-02-08
CUST281549,Liam,Bailey,Female,18-24,Europe,Marseille,Returning,In-Store,8,1672.75,2024-12-27
CUST220148,Daniel,Baker,Male,25-34,United Kingdom,Plymouth,Returning,In-Store,8,2713.25,2025-08-04
CUST685296,Owen,Stewart,Female,35-44,United Kingdom,Leeds,New,In-Store,8,2285.0,2023-05-22
CUST784715,Ethan,Phillips,Male,25-34,United Kingdom,Brighton,Returning,Online,9,1818.5,2024-11-23
CUST417826,Noah,Evans,Female,55+,United Kingdom,Edinburgh,Returning,In-Store,10,2635.0,2023-02-18
CUST193120,Amelia,Parker,Male,25-34,United Kingdom,Southampton,Returning,Online,8,1681.5,2023-12-23
CUST419201,Oscar,Lee,Male,45-54,United Kingdom,Belfast,New,Online,11,2721.5,2025-04-25
CUST698735,Luca,Allen,Male,25-34,United Kingdom,Cardiff,Returning,In-Store,7,2507.5,2025-12-16
CUST202592,Daniel,Turner,Female,55+,Europe,Dublin,New,Online,12,2238.5,2025-08-18
CUST340939,Aria,Thompson,Male,35-44,United Kingdom,Cardiff,Returning,In-Store,5,1258.0,2025-10-04
CUST101803,Olivia,Nelson,Female,18-24,United Kingdom,Plymouth,Returning,In-Store,5,1622.0,2023-11-04
CUST524970,Alex,Anderson,Male,25-34,United Kingdom,London,Returning,In-Store,4,887.0,2025-06-09
CUST253486,George,Thompson,Male,18-24,Europe,Marseille,Returning,In-Store,7,2295.0,2025-10-24
CUST279988,Nina,Stewart,Female,35-44,Europe,Amsterdam,Returning,In-Store,8,2053.0,2024-12-01
CUST201699,Hugo,Martinez,Male,45-54,Canada,Toronto,New,In-Store,2,436.25,2025-02-09
CUST757200,Lily,Edwards,Male,45-54,United Kingdom,Cambridge,Returning,Online,7,2067.75,2025-02-05
CUST540549,Noah,Bailey,Male,35-44,United Kingdom,York,Returning,Online,8,2670.5,2022-12-13
CUST953447,Kai,Cook,Female,35-44,United Kingdom,Manchester,Returning,Online,8,1796.0,2023-11-13
CUST455534,Luca,Cook,Male,55+,Europe,Toulouse,Returning,In-Store,8,3055.25,2025-12-27
CUST299570,Jacob,Rodriguez,Male,25-34,Europe,Stockholm,Returning,Online,8,2435.0,2022-10-16
CUST283683,Oscar,Young,Female,35-44,United Kingdom,Liverpool,Returning,Online,7,2116.5,2023-12-07
CUST957836,Morgan,White,Female,18-24,United Kingdom,Liverpool,New,Online,4,1472.0,2021-10-18
CUST630748,Olivia,Smith,Male,18-24,United Kingdom,Newcastle,New,Mobile App,6,1863.5,2025-07-22
CUST392746,Jacob,Walker,Female,25-34,United Kingdom,Birmingham,Returning,Online,9,2505.75,2025-12-20
CUST688749,Harry,Edwards,Male,55+,Canada,Vancouver,New,In-Store,9,2442.5,2025-08-28
CUST602061,Riley,Taylor,Male,35-44,United Kingdom,Southampton,Returning,In-Store,4,930.0,2024-02-07
CUST203310,Alex,Bailey,Male,45-54,United Kingdom,Glasgow,Returning,In-Store,10,2363.25,2024-02-04
CUST731430,Oscar,Garcia,Male,25-34,Europe,Stockholm,New,In-Store,6,1207.5,2025-05-14
CUST207268,Olivia,Wright,Male,25-34,United Kingdom,Cardiff,Returning,In-Store,9,2753.0,2025-12-28
CUST279341,Zoe,Rodriguez,Male,18-24,United Kingdom,Newcastle,Returning,In-Store,4,1030.5,2025-07-06
CUST741992,George,Carter,Male,25-34,United Kingdom,York,Returning,In-Store,5,1524.5,2024-06-20
CUST500287,Amelia,Campbell,Male,55+,Europe,Madrid,Returning,Online,4,1479.0,2023-03-02
CUST299950,Jamie,Harris,Male,18-24,United Kingdom,Bristol,Returning,In-Store,16,4802.75,2025-01-23
CUST161044,Morgan,Stewart,Male,55+,Europe,Marseille,Returning,In-Store,8,1442.0,2025-04-26
CUST634288,Isla,Allen,Male,25-34,Europe,Toulouse,New,In-Store,14,4192.75,2025-08-04
CUST727347,Maya,Anderson,Female,18-24,Europe,Dublin,New,In-Store,4,1259.5,2023-05-23
CUST282749,Nora,Carter,Male,25-34,Europe,Toulouse,New,In-Store,4,1689.25,2024-12-12
CUST474954,Chloe,Jackson,Male,18-24,United Kingdom,Cambridge,Returning,In-Store,9,3992.5,2025-08-21
CUST409822,Chloe,Martin,Male,35-44,United Kingdom,London,Returning,In-Store,3,731.0,2025-07-25
CUST902479,Lily,Parker,Female,55+,United Kingdom,Liverpool,New,In-Store,7,1873.75,2022-01-30
CUST811812,Sam,Nelson,Female,55+,Europe,Milan,New,Online,5,1182.0,2024-05-02
CUST346592,Hugo,Nelson,Female,18-24,United Kingdom,Cardiff,New,Mobile App,4,1032.0,2022-05-03
CUST562199,Daniel,Stewart,Male,35-44,United Kingdom,Brighton,Returning,In-Store,9,2062.0,2023-08-07
CUST931240,Charlie,Mitchell,Female,25-34,Europe,Amsterdam,Returning,In-Store,7,2105.0,2025-06-09
CUST411164,Jordan,Turner,Male,25-34,Europe,Marseille,New,In-Store,3,1633.5,2021-12-12
CUST226935,Leo,Jackson,Female,35-44,Europe,Amsterdam,Returning,Online,7,1715.25,2023-05-13
CUST368491,Noah,Smith,Female,25-34,United Kingdom,Belfast,New,In-Store,3,1400.0,2024-11-29
CUST646269,Owen,Campbell,Male,25-34,United Kingdom,Liverpool,Returning,In-Store,6,1765.0,2025-11-03
CUST993063,Charlie,Campbell,Female,55+,United Kingdom,Edinburgh,Returning,In-Store,10,3811.25,2024-11-27
CUST377027,Maya,Young,Male,35-44,United Kingdom,Liverpool,New,In-Store,9,2381.0,2025-05-20
CUST152708,Nina,Edwards,Female,45-54,United Kingdom,Glasgow,New,In-Store,7,2220.0,2025-05-28
CUST263603,Alex,Allen,Male,35-44,United Kingdom,Birmingham,Returning,In-Store,4,949.5,2025-09-09
CUST471296,Riley,Carter,Male,25-34,United Kingdom,Cambridge,Returning,In-Store,6,1767.25,2021-09-16
CUST184543,Aria,Walker,Female,25-34,United Kingdom,Southampton,New,In-Store,8,3035.75,2025-07-20
CUST131481,Taylor,Turner,Male,18-24,United Kingdom,Birmingham,New,Online,9,2573.5,2024-02-28
CUST690077,Zoe,Martin,Female,55+,United Kingdom,Brighton,Returning,In-Store,3,890.75,2018-09-13
CUST841932,Noah,Evans,Male,35-44,United Kingdom,Leeds,Returning,In-Store,8,3000.0,2025-04-21
CUST309850,Jamie,Stewart,Male,35-44,Europe,Madrid,New,In-Store,8,1806.25,2023-10-30
CUST570355,Maya,Young,Male,35-44,Europe,Milan,Returning,In-Store,6,1816.0,2025-08-16
CUST615532,Freya,Evans,Female,55+,Europe,Toulouse,Returning,Online,11,2268.5,2023-11-11
CUST700845,Emma,Rodriguez,Female,25-34,United Kingdom,Brighton,Returning,Online,3,667.0,2019-04-27
CUST981475,Harry,Green,Male,45-54,Europe,Dublin,New,In-Store,7,2209.0,2025-11-01
CUST896695,Jack,Johnson,Female,18-24,Canada,Vancouver,Returning,In-Store,6,1553.0,2022-05-22
CUST384365,Chloe,Mitchell,Male,18-24,United Kingdom,Bristol,Returning,In-Store,8,2356.0,2025-01-18
CUST978121,Freya,Nelson,Male,45-54,Canada,Toronto,New,In-Store,6,1326.0,2024-07-25
CUST131449,Jacob,Rodriguez,Other,18-24,United Kingdom,Newcastle,Returning,Online,7,2858.0,2024-06-13
CUST965659,Zoe,Bailey,Female,35-44,United Kingdom,Birmingham,Returning,Online,5,1694.5,2023-03-20
CUST228540,Mia,Brown,Female,25-34,Europe,Stockholm,Returning,In-Store,3,1010.5,2024-01-10
CUST202584,Harry,Perez,Male,25-34,Canada,Vancouver,New,Online,8,2307.0,2024-07-17
CUST207389,Lily,King,Female,55+,Europe,Madrid,Returning,In-Store,6,2180.25,2025-10-06
CUST209812,Jamie,Morris,Female,25-34,United Kingdom,Leeds,Returning,In-Store,10,2029.75,2025-05-05
CUST516954,Lucas,Roberts,Other,18-24,United Kingdom,Plymouth,Returning,In-Store,6,1893.0,2023-12-12
CUST676147,Kai,Bailey,Female,25-34,Europe,Paris,Returning,In-Store,9,2878.5,2025-12-08
CUST770184,Aria,Lee,Male,55+,Europe,Stockholm,New,Online,8,2441.0,2023-04-05
CUST114300,Chloe,Young,Female,55+,United Kingdom,Belfast,New,In-Store,11,4031.5,2025-03-12
CUST366799,Max,Wright,Female,25-34,Europe,Amsterdam,New,In-Store,4,947.0,2025-10-15
CUST219096,Jamie,Bailey,Male,35-44,United Kingdom,Cambridge,Returning,In-Store,5,1266.5,2020-08-19
CUST231258,Olivia,Murphy,Male,35-44,United Kingdom,Manchester,New,In-Store,9,4391.75,2023-04-17
CUST771772,Mila,Wright,Female,55+,Europe,Madrid,Returning,In-Store,11,4256.25,2025-10-08
CUST676689,Nora,Cook,Female,35-44,Europe,Paris,Returning,In-Store,7,3007.25,2022-04-25
CUST288951,Hugo,Turner,Female,45-54,Europe,Milan,New,In-Store,9,1938.75,2025-01-12
CUST371061,Ethan,Perez,Female,25-34,United Kingdom,Plymouth,New,In-Store,10,2228.5,2025-04-28
CUST932441,Jack,Nelson,Female,35-44,United Kingdom,Bristol,Returning,In-Store,6,1886.0,2025-12-23
CUST617652,Amelia,Mitchell,Other,45-54,Europe,Stockholm,Returning,In-Store,4,1007.25,2024-03-12
CUST314939,Liam,Lee,Male,18-24,United Kingdom,Leeds,Returning,In-Store,9,2553.75,2024-09-22
CUST940406,Riley,Perez,Male,25-34,Europe,Cologne,Returning,Online,6,1326.0,2025-08-19
CUST278754,Jacob,Wright,Male,55+,Europe,Madrid,New,In-Store,6,3061.5,2025-03-27
CUST362211,Harry,Rodriguez,Female,45-54,Europe,Cologne,Returning,In-Store,5,2232.25,2024-12-16
CUST723486,Owen,Thomas,Female,18-24,United Kingdom,Cardiff,Returning,In-Store,2,390.0,2025-02-01
CUST561241,Jordan,Harris,Female,35-44,United Kingdom,Cambridge,Returning,In-Store,9,2213.0,2025-04-18
CUST162325,Ava,Taylor,Female,25-34,Europe,Dublin,Returning,In-Store,11,3072.25,2025-12-11
CUST826129,Chloe,Taylor,Female,18-24,United Kingdom,London,Returning,In-Store,4,738.5,2025-05-13
CUST305345,Amelia,Anderson,Female,25-34,Canada,Vancouver,Returning,In-Store,8,1802.25,2024-08-07
CUST722545,Emma,Garcia,Male,25-34,United Kingdom,Newcastle,Returning,Online,4,1416.5,2025-11-01
CUST400937,Chloe,Smith,Female,55+,Canada,Vancouver,Returning,Online,7,2055.25,2024-12-17
CUST776329,Freya,White,Female,35-44,Europe,Milan,New,In-Store,4,1146.5,2022-05-14
CUST908302,George,White,Male,25-34,Europe,Paris,New,In-Store,6,1564.5,2025-10-14
CUST795311,Riley,Roberts,Male,25-34,Europe,Dublin,Returning,Online,3,700.5,2024-11-08
CUST929066,Sophia,Lee,Male,18-24,United Kingdom,Leeds,Returning,Online,7,2443.75,2025-06-30
CUST585923,Avery,Carter,Female,45-54,United Kingdom,York,Returning,Online,7,2065.75,2024-03-14
CUST158546,Chris,Baker,Female,35-44,United Kingdom,Birmingham,Returning,In-Store,6,1189.0,2025-05-29
CUST582455,Noah,Taylor,Male,35-44,Europe,Toulouse,New,Online,9,2442.75,2024-02-04
CUST515117,Mila,Rodriguez,Female,35-44,Europe,Dublin,Returning,In-Store,7,2226.25,2023-12-04
CUST746999,Amelia,Rodriguez,Male,25-34,Europe,Cologne,Returning,Online,6,2061.0,2024-05-09
CUST323826,Luca,Parker,Male,25-34,Europe,Stockholm,New,In-Store,7,2013.0,2023-06-30
CUST727882,Oscar,Johnson,Female,18-24,United Kingdom,Edinburgh,New,Online,10,2610.75,2025-08-19
CUST497487,Ethan,Brown,Male,25-34,Europe,Paris,Returning,Online,8,2139.0,2025-06-02
CUST703051,Oscar,Anderson,Male,18-24,United Kingdom,Glasgow,Returning,In-Store,8,2367.5,2025-12-26
CUST477791,Jamie,Baker,Female,18-24,Canada,Vancouver,Returning,Online,7,1432.0,2025-10-30
CUST443920,Alex,Martin,Male,35-44,United Kingdom,Bristol,Returning,In-Store,4,639.0,2024-12-30
CUST292837,Mila,Morris,Male,25-34,United Kingdom,Leeds,Returning,Online,6,1595.5,2023-06-27
CUST845687,Oscar,Carter,Male,18-24,United Kingdom,London,Returning,Mobile App,3,655.0,2019-10-16
CUST161807,Luca,Roberts,Female,25-34,Canada,Vancouver,Returning,In-Store,5,1170.0,2025-10-19
CUST312582,Jacob,Wright,Female,25-34,Europe,Cologne,Returning,In-Store,9,4504.75,2024-04-25
CUST484004,Mila,Thompson,Female,25-34,United Kingdom,London,New,In-Store,6,1643.25,2025-03-31
CUST240158,Taylor,Wright,Female,25-34,United Kingdom,York,Returning,In-Store,6,2143.0,2024-06-14
CUST925051,Daniel,Allen,Male,55+,Europe,Cologne,Returning,In-Store,1,185.0,2020-07-02
CUST410645,Taylor,Morris,Male,18-24,United Kingdom,Newcastle,New,In-Store,6,1934.0,2024-03-23
CUST318159,Riley,Taylor,Male,35-44,Europe,Milan,Returning,In-Store,6,1438.5,2023-09-16
CUST328447,Freya,Walker,Female,45-54,Europe,Marseille,New,Online,7,1602.0,2024-06-08
CUST272509,Sophia,White,Female,55+,United Kingdom,Bristol,New,In-Store,9,3189.75,2022-12-18
CUST696863,Jamie,Campbell,Female,25-34,Europe,Milan,New,In-Store,4,615.5,2024-08-03
CUST533150,Amelia,Edwards,Female,25-34,Europe,Paris,New,In-Store,7,2787.5,2025-11-14
CUST307915,Alex,Lee,Male,25-34,United Kingdom,Brighton,Returning,In-Store,8,3641.0,2025-05-18
CUST885977,Ava,Campbell,Female,35-44,Canada,Vancouver,New,In-Store,7,1796.75,2025-11-05
CUST690840,Emma,Edwards,Male,25-34,United Kingdom,York,New,In-Store,6,1750.0,2023-07-07
CUST462613,Ella,King,Female,25-34,Europe,Stockholm,Returning,In-Store,2,384.0,2022-10-06
CUST561900,Ella,Stewart,Male,45-54,Europe,Stockholm,Returning,Online,4,1420.5,2022-12-17
CUST690592,Alex,Parker,Male,25-34,United Kingdom,Glasgow,New,In-Store,6,1200.5,2025-10-06
CUST237204,Taylor,Rodriguez,Female,25-34,United Kingdom,Liverpool,Returning,In-Store,12,3104.0,2025-10-04
CUST827533,Mia,Campbell,Male,55+,Europe,Madrid,New,In-Store,4,485.0,2024-09-14
CUST332556,Ivy,Stewart,Female,35-44,United Kingdom,Belfast,New,In-Store,0,0.0,
CUST126629,Mia,Edwards,Female,45-54,Europe,Milan,Returning,In-Store,8,2475.5,2025-09-08
CUST569553,Ella,Brown,Female,25-34,United Kingdom,Southampton,Returning,In-Store,4,931.5,2025-07-04
CUST888780,Jack,White,Male,25-34,Europe,Paris,New,In-Store,8,2068.75,2021-12-25
CUST759794,Mila,Nelson,Female,25-34,Europe,Paris,Returning,In-Store,4,981.5,2023-12-06
CUST377615,Riley,Smith,Female,35-44,United Kingdom,Belfast,Returning,Online,3,370.0,2024-06-13
CUST458426,Kai,Taylor,Male,55+,United Kingdom,Birmingham,Returning,In-Store,4,1488.0,2025-02-07
CUST636356,Ethan,Baker,Female,55+,United Kingdom,Birmingham,New,Online,11,3187.75,2023-10-11
CUST309549,Mia,Carter,Female,35-44,United Kingdom,Liverpool,Returning,In-Store,5,1595.5,2025-06-22
CUST838064,Ivy,Murphy,Male,35-44,United Kingdom,Cardiff,Returning,In-Store,12,3504.5,2024-06-28
CUST365570,Taylor,Green,Male,25-34,United Kingdom,Brighton,Returning,In-Store,8,2330.0,2024-01-22
CUST295013,Max,Phillips,Female,25-34,United Kingdom,Leeds,Returning,In-Store,9,2503.25,2025-08-13
CUST185605,Ella,Parker,Male,18-24,United Kingdom,Birmingham,New,In-Store,5,1578.25,2025-10-19
CUST723939,Ella,Wright,Female,35-44,Europe,Cologne,Returning,In-Store,4,1406.0,2022-10-21
CUST122634,Chloe,Thomas,Male,55+,United Kingdom,Leeds,New,In-Store,8,2843.5,2024-10-04
CUST824921,Emma,Harris,Female,35-44,Europe,Stockholm,Returning,In-Store,5,716.5,2022-01-20
CUST975815,Nora,Evans,Male,25-34,United Kingdom,Plymouth,Returning,In-Store,8,2204.0,2023-06-01
CUST200002,Luca,Bailey,Male,25-34,United Kingdom,Birmingham,Returning,In-Store,11,2999.75,2024-08-12
CUST186768,Lily,Collins,Female,35-44,United Kingdom,Liverpool,Returning,In-Store,12,3009.5,2025-10-07
CUST941055,Jordan,Roberts,Female,25-34,Europe,Toulouse,Returning,In-Store,7,2107.75,2025-03-03
CUST212398,Morgan,Anderson,Female,55+,Europe,Cologne,Returning,In-Store,8,1840.25,2024-07-18
CUST466863,Hugo,Johnson,Male,35-44,Europe,Madrid,New,In-Store,3,1216.5,2022-10-18
CUST883866,Isla,Campbell,Other,25-34,Europe,Cologne,New,In-Store,4,1440.25,2024-06-22
CUST225086,Hugo,Martin,Female,25-34,United Kingdom,Brighton,New,In-Store,10,2817.0,2025-12-07
CUST697154,Hugo,Green,Male,18-24,Canada,Toronto,Returning,In-Store,8,2919.0,2023-05-19
CUST444352,Olivia,Perez,Male,18-24,United Kingdom,Plymouth,Returning,Online,8,3010.25,2024-05-11
CUST492464,Harry,Martin,Male,25-34,United Kingdom,Edinburgh,Returning,In-Store,6,1997.0,2025-03-15
CUST937955,Avery,Morris,Male,25-34,Europe,Cologne,Returning,In-Store,6,1910.0,2022-09-24
CUST684120,Olivia,Baker,Female,18-24,Europe,Stockholm,Returning,In-Store,8,2106.75,2024-06-14
CUST387498,Mia,Thompson,Female,25-34,Canada,Vancouver,Returning,Online,7,1700.0,2024-02-12
CUST941485,Sam,Bailey,Male,25-34,United Kingdom,Newcastle,Returning,In-Store,5,1403.5,2025-12-27
CUST622687,Oscar,Evans,Male,25-34,United Kingdom,Cambridge,Returning,Online,6,1300.0,2024-01-10
CUST189439,Taylor,Garcia,Male,25-34,Europe,Madrid,New,In-Store,4,1225.5,2025-08-25
CUST453356,Kai,Anderson,Female,35-44,Canada,Toronto,New,In-Store,5,1027.75,2023-08-16
CUST319339,Hugo,Harris,Female,35-44,Europe,Paris,Returning,In-Store,5,1203.75,2025-07-06
CUST678192,Hugo,Bailey,Female,25-34,United Kingdom,Edinburgh,New,In-Store,15,5553.25,2025-01-30
CUST874269,Casey,Turner,Female,55+,United Kingdom,Plymouth,Returning,In-Store,4,1512.25,2023-12-06
CUST135195,Noah,Rodriguez,Female,35-44,United Kingdom,Leeds,Returning,In-Store,11,2679.0,2024-06-29
CUST802574,Nina,Thompson,Male,35-44,United Kingdom,Glasgow,New,In-Store,9,1750.5,2023-02-02
CUST924680,Luca,Anderson,Male,25-34,United Kingdom,Brighton,New,In-Store,4,775.5,2022-07-22
CUST994830,Lucas,Martinez,Female,55+,Europe,Paris,New,In-Store,7,1514.5,2020-07-05
CUST695060,Alex,Cook,Female,35-44,Canada,Vancouver,Returning,Online,9,2253.75,2025-11-11
CUST382517,Ethan,Jackson,Female,35-44,Europe,Dublin,New,Online,8,2039.0,2023-04-10
CUST230787,Theo,Garcia,Female,35-44,United Kingdom,Southampton,Returning,In-Store,10,3041.25,2025-03-29
CUST950396,Lily,Phillips,Female,45-54,United Kingdom,Brighton,New,In-Store,8,2579.75,2024-11-03
CUST471253,Ella,Smith,Male,45-54,Europe,Marseille,New,Online,6,1588.75,2023-12-12
CUST409319,Oscar,Nelson,Female,45-54,Europe,Paris,Returning,Mobile App,5,2174.25,2025-01-07
CUST760571,Leo,Campbell,Female,18-24,Europe,Cologne,New,In-Store,10,2513.0,2025-04-23
CUST743583,Chris,Carter,Male,35-44,United Kingdom,Plymouth,Returning,In-Store,5,974.5,2024-09-14
CUST828418,Taylor,Wright,Female,35-44,Canada,Toronto,Returning,In-Store,8,3131.5,2025-03-04
CUST894467,George,Green,Male,25-34,Canada,Toronto,New,In-Store,7,2094.0,2025-09-14
CUST889317,Lily,Thompson,Female,25-34,Europe,Amsterdam,Returning,In-Store,7,2436.25,2021-12-09
CUST253703,Riley,Morris,Male,45-54,Europe,Milan,Returning,In-Store,9,2719.0,2025-02-21
CUST252650,Ivy,Allen,Male,25-34,Europe,Amsterdam,New,In-Store,8,3680.0,2025-07-18
CUST285074,Noah,Lee,Female,35-44,United Kingdom,Glasgow,Returning,In-Store,7,3448.0,2025-08-02
CUST664572,Liam,Allen,Female,35-44,United Kingdom,Edinburgh,New,In-Store,6,1694.75,2025-04-17
CUST622862,Alex,Campbell,Male,35-44,United Kingdom,London,New,In-Store,4,787.5,2025-07-01
CUST871528,Daniel,Taylor,Male,55+,United Kingdom,Birmingham,Returning,In-Store,5,1759.25,2025-08-03
CUST859441,Emma,Lee,Female,45-54,United Kingdom,Cambridge,Returning,In-Store,6,1665.75,2023-02-07
CUST832032,Mia,Roberts,Other,35-44,United Kingdom,Bristol,Returning,In-Store,8,1934.0,2023-12-29
CUST171054,Max,Wright,Female,25-34,Europe,Toulouse,Returning,In-Store,5,1369.0,2025-10-06
CUST726042,Casey,Turner,Male,25-34,United Kingdom,Manchester,New,In-Store,7,1177.75,2024-09-18
CUST865791,Mia,Brown,Female,18-24,United Kingdom,Edinburgh,Returning,In-Store,7,2491.5,2023-03-09
CUST984151,Sam,Allen,Female,25-34,Canada,Vancouver,Returning,Online,5,1260.0,2025-04-04
CUST408808,Morgan,King,Male,25-34,United Kingdom,Belfast,New,In-Store,9,3076.0,2024-07-22
CUST799040,Isla,Nelson,Male,25-34,United Kingdom,Liverpool,Returning,In-Store,4,1034.75,2025-08-30
CUST465603,Sophia,Campbell,Male,25-34,Europe,Amsterdam,Returning,In-Store,6,1789.5,2023-09-24
CUST244701,Jordan,Evans,Male,18-24,Canada,Toronto,New,In-Store,7,2241.0,2025-12-26
CUST405874,Lucas,Edwards,Female,45-54,United Kingdom,York,Returning,Online,8,1988.25,2025-11-27
CUST326095,Mia,Young,Male,55+,United Kingdom,Leeds,Returning,Online,7,1677.75,2025-11-01
CUST920331,Jordan,Turner,Female,25-34,United Kingdom,Manchester,Returning,Online,7,2672.0,2024-12-12
CUST258073,Olivia,King,Female,25-34,United Kingdom,Plymouth,Returning,In-Store,6,2288.75,2025-05-28
CUST217714,Jack,Thompson,Female,18-24,United Kingdom,Belfast,Returning,In-Store,10,2201.5,2025-08-03
CUST621785,Owen,Harris,Female,18-24,United Kingdom,Southampton,Returning,Online,11,2486.0,2023-10-31
CUST616846,Jordan,Green,Female,35-44,Canada,Toronto,Returning,Online,7,2364.0,2024-11-17
